from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id,max_waiting_time
U454Z301,U454Z3P,1,,1301_9359_241215,212_706_250721,600
U454Z301,U454Z3P,1,,1301_9359_250728,212_706_250721,600
U454Z301,U454Z3P,1,,1301_8655_241215,212_708_250721,600
U454Z301,U454Z3P,1,,1301_8655_250726,212_708_250721,600
U454Z301,U454Z3P,1,,1301_9311_241216,221_1788_250721,300
U454Z301,U454Z3P,1,,1301_9311_250728,221_1788_250721,300
U28Z2P,U28Z2P,1,,163_1172_241215,221_1807_250721,180
U28Z1P,U28Z1P,1,,163_1136_241216,221_1808_250721,180
U454Z301,U454Z3P,1,,1301_8653_241215,221_1808_250721,600
U454Z301,U454Z3P,1,,1301_8653_250726,221_1808_250721,600
U28Z2P,U28Z2P,1,,163_1155_241215,221_1809_250721,180
U28Z1P,U28Z1P,1,,163_1173_241216,221_1810_250721,180
U454Z301,U454Z3P,1,,1301_9361_241215,221_1810_250721,600
U454Z301,U454Z3P,1,,1301_9361_250728,221_1810_250721,600
U28Z2P,U28Z2P,1,,163_1157_241215,221_1811_250721,180
U28Z1P,U28Z1P,1,,163_1175_241216,221_1812_250721,180
U454Z301,U454Z3P,1,,1301_8659_241215,221_1812_250721,600
U454Z301,U454Z3P,1,,1301_8659_250726,221_1812_250721,600
U454Z301,U454Z3P,1,,1301_9313_241216,221_1814_250721,300
U454Z301,U454Z3P,1,,1301_9313_250728,221_1814_250721,300
U28Z2P,U28Z2P,1,,163_1121_241215,221_1833_250721,180
U28Z1P,U28Z1P,1,,163_1154_241216,221_1834_250721,180
U454Z301,U454Z3P,1,,1301_9359_241215,221_1834_250721,600
U454Z301,U454Z3P,1,,1301_9359_250728,221_1834_250721,600
U28Z2P,U28Z2P,1,,163_1123_241215,221_1835_250721,180
U28Z1P,U28Z1P,1,,163_1156_241216,221_1836_250721,180
U454Z301,U454Z3P,1,,1301_8657_241215,221_1836_250721,600
U454Z301,U454Z3P,1,,1301_8657_250726,221_1836_250721,600
U28Z1P,U28Z1P,1,,163_1030_241215,221_1838_250721,180
U454Z301,U454Z3P,1,,1301_9301_241214,221_1838_250721,600
U454Z301,U454Z3P,1,,1301_9309_241215,221_1840_250721,300
U454Z301,U454Z3P,1,,1301_9309_250728,221_1840_250721,300
U454Z301,U454Z3P,1,,1301_9315_241216,221_1842_250721,300
U454Z301,U454Z3P,1,,1301_9315_250728,221_1842_250721,300
U28Z2P,U28Z2P,1,,163_1187_241216,221_1859_250721,180
U28Z2P,U28Z2P,1,,163_1185_241215,221_1859_250721,180
U454Z301,U454Z3P,1,,1301_9357_241215,221_1860_250721,600
U454Z301,U454Z3P,1,,1301_9357_250726,221_1860_250721,600
U28Z2P,U28Z2P,1,,163_1137_241215,221_1861_250721,180
U28Z1P,U28Z1P,1,,163_1122_241216,221_1862_250721,180
U454Z301,U454Z3P,1,,1301_8655_241215,221_1862_250721,600
U454Z301,U454Z3P,1,,1301_8655_250726,221_1862_250721,600
U28Z2P,U28Z2P,1,,163_1174_241215,221_1863_250721,180
U28Z1P,U28Z1P,1,,163_1138_241216,221_1864_250721,180
U454Z301,U454Z3P,1,,1301_9363_241215,221_1864_250721,600
U454Z301,U454Z3P,1,,1301_9363_250728,221_1864_250721,600
U651Z2P,U651Z5P,1,,93_1389_250720,903_76_250715,600
U651Z2P,U651Z5P,1,,93_1393_250720,903_78_250715,600
U461Z301,U461Z2P,1,,1309_2521_241215,228_835_250401,300
U461Z301,U461Z2P,1,,1309_2529_241215,228_837_250401,300
U461Z301,U461Z2P,1,,1309_2537_241215,228_839_250401,300
U461Z301,U461Z2P,1,,1309_2545_241215,228_841_250401,300
U461Z301,U461Z2P,1,,1309_2553_241215,228_843_250401,300
U461Z301,U461Z2P,1,,1309_2561_241215,228_845_250401,300
U461Z301,U461Z2P,1,,1309_2569_241215,228_847_250401,300
U461Z301,U461Z2P,1,,1309_2573_241215,228_849_250401,300
U461Z301,U461Z2P,1,,1309_2525_241215,228_854_250401,300
U461Z301,U461Z2P,1,,1309_2533_241215,228_856_250401,300
U461Z301,U461Z2P,1,,1309_2541_241215,228_858_250401,300
U461Z301,U461Z2P,1,,1309_2549_241215,228_860_250401,300
U461Z301,U461Z2P,1,,1309_2557_241215,228_862_250401,300
U461Z301,U461Z2P,1,,1309_2565_241215,228_864_250401,300
U461Z301,U461Z2P,1,,1309_2571_241215,228_866_250401,300
U461Z301,U461Z2P,1,,1309_2577_241215,228_868_250401,300
U461Z301,U461Z2P,1,,1309_2543_241215,228_873_250401,300
U461Z301,U461Z2P,1,,1309_2551_241215,228_875_250401,300
U461Z301,U461Z2P,1,,1309_2559_241215,228_877_250401,300
U461Z301,U461Z2P,1,,1309_2539_241215,228_140_240701,300
U461Z301,U461Z2P,1,,1309_2547_241215,228_883_250401,300
U461Z301,U461Z2P,1,,1309_2555_241215,228_885_250401,300
U461Z301,U461Z2P,1,,1309_2563_241215,228_887_250401,300
U107Z1P,U107Z1P,1,,228_867_250501,240_2604_250512,120
U902Z3P,U902Z2P,1,,907_306_250406,917_84_241106,360
U902Z3P,U902Z2P,1,,907_428_250630,917_85_241106,360
U902Z3P,U902Z2P,1,,907_427_250630,917_86_241106,360
U902Z3P,U902Z2P,1,,907_425_250630,917_87_241106,360
U107Z1P,U107Z1P,1,,228_855_250401,240_2606_250512,120
U107Z1P,U107Z1P,1,,228_907_250405,240_2606_250512,120
U107Z1P,U107Z1P,1,,228_857_250401,240_2607_250512,120
U107Z1P,U107Z1P,1,,228_909_250405,240_2607_250512,120
U107Z1P,U107Z1P,1,,228_838_250401,240_2598_250512,120
U107Z1P,U107Z1P,1,,228_894_250405,240_2598_250512,120
U1225Z1P,U1225Z2P,1,,241_2022_250630,242_10_250630,300
U1225Z1P,U1225Z2P,1,,241_1844_241031,243_10_241031,300
U1225Z1P,U1225Z2P,1,,241_1868_241031,242_13_241031,300
U1225Z1P,U1225Z2P,1,,241_1869_241031,243_12_241031,300
U1225Z1P,U1225Z2P,1,,241_1858_241031,242_16_241031,300
U1225Z1P,U1225Z2P,1,,241_2013_250630,243_14_250630,300
U1225Z1P,U1225Z2P,1,,241_2018_250630,242_19_241031,300
U1225Z1P,U1225Z2P,1,,241_1890_241031,243_16_241031,300
U1225Z1P,U1225Z2P,1,,241_1860_241031,242_22_241031,300
U1225Z1P,U1225Z2P,1,,241_1871_241031,243_18_241031,300
U1225Z1P,U1225Z2P,1,,241_1891_241031,242_25_241031,300
U1225Z1P,U1225Z2P,1,,241_1872_241031,243_20_241031,300
U1225Z1P,U1225Z2P,1,,241_1896_241031,242_28_241031,300
U1225Z1P,U1225Z2P,1,,241_1892_241031,243_22_241031,300
U1225Z1P,U1225Z2P,1,,241_1842_241031,242_31_241031,300
U1225Z1P,U1225Z2P,1,,241_2023_250630,243_24_250630,300
U1225Z1P,U1225Z2P,1,,241_1919_250426,242_33_250630,300
U1225Z1P,U1225Z2P,1,,241_2016_250630,243_26_250630,300
U1225Z1P,U1225Z2P,1,,241_1900_241031,242_35_241031,300
U1225Z1P,U1225Z2P,1,,241_1864_250422,243_28_241031,300
U1225Z1P,U1225Z2P,1,,241_1874_241031,242_37_241031,300
U1225Z1P,U1225Z2P,1,,241_1865_241031,243_30_241031,300
U1225Z1P,U1225Z2P,1,,241_1878_241031,243_37_241031,300
U1225Z1P,U1225Z2P,1,,241_1856_241031,242_48_241031,300
U1225Z1P,U1225Z2P,1,,241_1857_241031,243_39_241031,300
U1225Z1P,U1225Z2P,1,,241_1845_241031,242_51_241031,300
U1225Z1P,U1225Z2P,1,,241_1846_241031,243_41_241031,300
U1225Z1P,U1225Z2P,1,,241_2011_250630,242_54_250630,300
U1225Z1P,U1225Z2P,1,,241_2012_250630,243_43_241031,300
U1225Z1P,U1225Z2P,1,,241_1870_241031,242_57_241031,300
U1225Z1P,U1225Z2P,1,,241_1848_241031,243_45_241031,300
U1225Z1P,U1225Z2P,1,,241_1895_241031,242_60_241031,300
U1225Z1P,U1225Z2P,1,,241_1861_241031,243_47_241031,300
U1225Z1P,U1225Z2P,1,,241_1849_241031,242_63_241031,300
U1225Z1P,U1225Z2P,1,,241_1862_241031,243_49_241031,300
U1225Z1P,U1225Z2P,1,,241_1850_241031,242_66_241031,300
U1225Z1P,U1225Z2P,1,,241_1892_241031,242_85_241031,300
U1915Z2,U1915Z1,1,,324_1928_250317,627_86_250519,600
U4777Z15,U4777Z4,1,,389_653_250616,627_298_250519,300
U2134Z1,U2134Z1,1,,429_312_250630,323_489_241201,1800
U2134Z2,U2134Z2,1,,323_511_241202,322_1442_250515,300
U2835Z301,U2835Z1,1,,1305_9812_250804,429_316_250414,600
U2835Z301,U2835Z1,1,,1305_9812_241215,429_316_250414,600
U2835Z301,U2835Z1,1,,1305_9856_250804,429_289_241202,600
U2835Z301,U2835Z1,1,,1305_9856_241215,429_289_241202,600
U2835Z301,U2835Z1,1,,1305_9818_250804,429_318_250414,600
U2835Z301,U2835Z1,1,,1305_9818_241216,429_318_250414,600
U2835Z301,U2835Z1,1,,1305_9822_250804,429_304_250630,600
U2835Z301,U2835Z1,1,,1305_9822_250809,429_304_250630,600
U2835Z301,U2835Z1,1,,1305_9822_241216,429_304_250630,600
U2835Z301,U2835Z1,1,,1305_9822_250802,429_304_250630,600
U2835Z301,U2835Z1,1,,1305_9826_250804,429_320_250414,600
U2835Z301,U2835Z1,1,,1305_9826_241216,429_320_250414,600
U2835Z301,U2835Z1,1,,1305_9830_250804,429_308_250630,600
U2835Z301,U2835Z1,1,,1305_9830_250809,429_308_250630,600
U2835Z301,U2835Z1,1,,1305_9830_241216,429_308_250630,600
U2835Z301,U2835Z1,1,,1305_9830_250802,429_308_250630,600
U2835Z301,U2835Z1,1,,1305_9858_250804,429_310_250630,600
U2835Z301,U2835Z1,1,,1305_9858_250809,429_310_250630,600
U2835Z301,U2835Z1,1,,1305_9858_241216,429_310_250630,600
U2835Z301,U2835Z1,1,,1305_9858_250802,429_310_250630,600
U2835Z301,U2835Z1,1,,1305_9834_250804,429_312_250630,600
U2835Z301,U2835Z1,1,,1305_9834_241215,429_312_250630,600
U2835Z301,U2835Z1,1,,1305_9814_250804,429_300_250630,600
U2835Z301,U2835Z1,1,,1305_9814_241215,429_300_250630,600
U2835Z301,U2835Z1,1,,1305_9820_250804,429_294_250630,600
U2835Z301,U2835Z1,1,,1305_9820_241215,429_294_250630,600
U2835Z301,U2835Z1,1,,1305_9824_250804,429_326_250414,600
U2835Z301,U2835Z1,1,,1305_9824_241215,429_326_250414,600
U2835Z301,U2835Z1,1,,1305_9828_250804,429_328_250414,600
U2835Z301,U2835Z1,1,,1305_9828_241215,429_328_250414,600
U1915Z1,U1915Z1,1,,627_291_250519,324_1959_250717,300
U1915Z1,U1915Z1,1,,627_294_250519,324_1961_250717,300
U1915Z1,U1915Z1,1,,627_300_250519,324_1963_250717,300
U1915Z1,U1915Z1,1,,627_292_250519,324_1967_250717,300
U4777Z15,U4777Z4,1,,388_24_241202,627_293_250519,300
U1915Z2,U1915Z1,1,,324_1960_241202,627_56_250519,600
U4777Z15,U4777Z4,1,,388_16_241202,627_294_250519,300
U4363Z1,U4363Z1,1,,413_218_250616,617_805_250728,600
U4363Z2,U4363Z1,1,,646_529_250616,617_805_250728,600
U4363Z1,U4363Z1,1,,646_524_250616,617_805_250728,600
U4364Z1,U4364Z2,1,,413_225_250616,617_805_250728,300
U4363Z1,U4363Z1,1,,413_228_250614,617_806_250728,600
U4363Z2,U4363Z1,1,,646_517_250616,617_806_250728,600
U4363Z1,U4363Z1,1,,646_509_250616,617_806_250728,600
U4363Z1,U4363Z1,1,,413_222_250616,617_807_250728,600
U4363Z2,U4363Z1,1,,646_519_250616,617_807_250728,600
U4363Z1,U4363Z1,1,,646_511_250616,617_807_250728,600
U4364Z1,U4364Z2,1,,413_229_250616,617_807_250728,300
U4777Z15,U4777Z4,1,,388_11_241202,627_214_250519,300
U4777Z15,U4777Z4,1,,388_180_241202,627_300_250519,300
U1915Z1,U1915Z1,1,,300_1109_241202,627_145_250519,600
U4777Z15,U4777Z4,1,,388_251_241201,627_301_250519,300
U3095Z2,U3095Z2,1,,555_1127_250303,624_228_250526,180
U1915Z2,U1915Z1,1,,324_1964_241202,627_122_250519,600
U4363Z1,U4363Z1,1,,413_249_250616,617_808_250728,600
U4363Z2,U4363Z1,1,,646_508_250616,617_808_250728,600
U4363Z1,U4363Z1,1,,646_516_250616,617_808_250728,600
U4363Z1,U4363Z1,1,,413_248_250616,617_809_250728,600
U4363Z2,U4363Z1,1,,646_510_250616,617_809_250728,600
U4363Z1,U4363Z1,1,,646_518_250616,617_809_250728,600
U4364Z1,U4364Z2,1,,413_250_250616,617_809_250728,300
U4363Z1,U4363Z1,1,,413_230_250614,617_810_250728,600
U4363Z2,U4363Z1,1,,646_521_250616,617_810_250728,600
U4363Z1,U4363Z1,1,,646_513_250616,617_810_250728,600
U4363Z1,U4363Z1,1,,413_237_250614,617_811_250728,600
U4363Z2,U4363Z1,1,,646_514_250616,617_811_250728,600
U4363Z1,U4363Z1,1,,646_522_250616,617_811_250728,600
U4364Z1,U4364Z2,1,,413_238_250616,617_811_250728,300
U454Z301,U454Z72,1,,1301_8635_241216,303_1466_250721,300
U454Z301,U454Z72,1,,1301_8635_250728,303_1466_250721,300
U454Z301,U454Z3,1,,1301_8639_241216,303_1467_250721,300
U454Z301,U454Z3,1,,1301_8639_250728,303_1467_250721,300
U454Z301,U454Z3,1,,1301_8655_241215,303_1469_250721,300
U454Z301,U454Z3,1,,1301_8655_250726,303_1469_250721,300
U454Z301,U454Z72,1,,1301_8631_241216,303_1470_250721,300
U454Z301,U454Z72,1,,1301_8631_250728,303_1470_250721,300
