pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,bikes_prohibited
U135K1P4,U135K1B4,U135K1B5,1,1,,,,0
U135K2P1,U135K2B1,U135K2B2,1,1,,,,0
U135P1,U135N3,U135K2B2,1,1,,E1 - E5 ul. Poděbradská,,0
U135P2,U135N3,U135N1,4,1,75,,,0
U135P3,U135N2,U135K2B1,1,1,,,"Výtah, Lift",0
U135P4,U135K1B5,U135N2,1,1,,"Výtah, Lift",,0
U135P5,U135N4,U135N2,5,1,150,,,1
U135P6,U135N10,U135N5,1,1,,,,0
U135P8,U135K1B4,U135N3,1,1,,,E1 - E5 ul. Poděbradská,0
U135P19,U135N5,U135S1E5,1,1,,E5,,0
U135P10,U135N9,U135S1E11,2,1,,E1 Schody/Stairs,,0
U135P11,U135N9,U135S1E1,1,1,,E1 Rampa/Ramp,,0
U135P12,U135N9,U135N6,1,1,,"E2, E3, E4 sídliště Hloubetín",,0
U135P13,U135S1E2,U135N6,2,1,,,E2 TRAM U Elektry,0
U135P14,U135N6,U135N7,1,1,,,,0
U135P15,U135S1E3,U135N7,2,1,,,E3 TRAM sídliště Hloubětín,0
U135P16,U135N7,U135N8,1,1,,,,0
U135P17,U135N8,U135S1E4,1,1,,E4,,0
U135P18,U135S1E41,U135N8,2,1,,,E4,0
U135P9,U135N5,U135N9,1,1,,E1 - E4,,0
U135P20,U135N1,U135N4,1,1,,,,0
U135P21,U135N10,U135N4,6,0,,,,0
U135P22,U135N4,U135N10,7,0,,,,0
U539K1P1,U539K1B1,U539K1B4,1,1,,,,0
U539K2P4,U539K2B2,U539K2B5,1,1,,,,0
U75P1,U75K2B4,U75N3,1,1,,E1 ul. Kolbenova,,0
U75P2,U75K1B2,U75N3,1,1,,E1 ul. Kolbenova,,0
U75P4,U75N5,U75N2,5,1,90,,,1
U75P5,U75N4,U75N3,4,1,80,,,0
U75P6,U75N1,U75S1E1,1,1,,,,0
U75P7,U75N2,U75N4,1,1,,,,0
U75P8,U75N5,U75K2B5,1,1,,,Výtah/Lift,0
U75P9,U75N1,U75N4,6,0,,,,0
U75P10,U75N4,U75N1,7,0,,,,0
U75K1P1,U75K1B1,U75K1B2,1,1,,,,0
U75K2P4,U75K2B4,U75K2B5,1,1,,,,0
U75P11,U75N5,U75K1B1,1,1,,,Výtah/Lift,0
U474P3,U474N13,U474N5,4,1,80,,,0
U474P4,U474K1B4,U474N13,1,1,,"E1 - E2 náměstí OSN, NC Fénix",,0
U474P5,U474K2B2,U474N13,1,1,,"E1 - E2 náměstí OSN, NC Fénix",,0
U474P6,U474S1E21,U474N12,5,1,50,,,1
U474P7,U474S1E11,U474N2,5,1,50,,,1
U474P8,U474N2,U474N3,1,1,,,E1 náměstí OSN,0
U474P9,U474N3,U474N12,1,1,,E2 ulice Freyova,,0
U474P10,U474N3,U474N14,1,1,,,,0
U474P12,U474N6,U474N7,5,1,80,,,1
U474P13,U474N5,U474N7,1,1,,,,0
U474P14,U474N8,U474N9,2,1,,,,0
U474P15,U474N8,U474N10,1,1,,,,0
U474P16,U474N11,U474N10,4,1,70,,,0
U474P17,U474S1E3,U474N15,1,1,,,,0
U474P18,U474K1B3,U474N9,1,1,,"E3 ulice Sokolovská, TRAM",,0
U474P19,U474K2B3,U474N9,1,1,,"E3 ulice Sokolovská, TRAM",,0
U474P22,U474S1E22,U474N12,1,1,,,,0
U474P23,U474N2,U474S1E1,2,1,,,,0
U474P24,U474S1E2,U474N12,2,1,,,,0
U474P25,U474N12,U474S1E2,4,0,25,,,0
U474P26,U474N2,U474S1E1,4,0,25,,,0
U474P1,U474K1B5,U474N6,1,1,,,,0
U474P27,U474N14,U474N5,6,0,,,,0
U474P28,U474N5,U474N14,7,0,,,,0
U474P29,U474N11,U474N15,7,0,,,,0
U474P30,U474N15,U474N11,6,0,,,,0
U474K1P3,U474K1B3,U474K1B4,1,1,,,,0
U474K1P2,U474K1B2,U474K1B3,1,1,,,,0
U474K1P4,U474K1B4,U474K1B5,1,1,,,,0
U474K2P2,U474K2B2,U474K2B3,1,1,,,,0
U474K2P3,U474K2B3,U474K2B4,1,1,,,,0
U474K2P1,U474K2B1,U474K2B2,1,1,,,,0
U510P2,U510K1B4,U510N1,1,1,,"E1 - E3 ul. Drahobejlova, Sokolovská",,0
U510P3,U510K2B2,U510N1,1,1,,"E1 - E3 ul. Drahobejlova, Sokolovská",,0
U510P4,U510S1E3,U510N2,1,1,,,E3 ul. Drahobejlova,0
U510P5,U510S1E2,U510N2,1,1,,,E2 ul. Sokolovská,0
U510P7,U510N1,U510N3,4,1,90,,,0
U510P8,U510N2,U510N3,6,0,,,,0
U510P9,U510N3,U510N2,7,0,,,,0
U529P1,U529N2,U529N7,1,1,,E6 Libeňský most,,0
U529P2,U529N2,U529N8,1,1,,E5 ulice Zenklova,,0
U529P3,U529N1,U529N11,1,1,,E7 Výtah/Lift,,0
U529P4,U529N1,U529N10,1,1,,E9 ulice Na Žertvách,,0
U529P5,U529N1,U529N9,1,1,,E8 ulice Sokolovská,,0
U529P6,U529N4,U529N3,4,1,30,,,0
U529P7,U529N4,U529N3,5,1,120,,,0
U529P9,U529K1B1,U529N4,1,1,,"E5 - E9, ulice Zenklova",,0
U529P10,U529K2B5,U529N4,1,1,,"E5 - E9, ulice Zenklova",,0
U529P13,U529K1B5,U529N5,1,1,,"E1 - E4, BUS Terminal",,0
U529P14,U529K2B1,U529N5,1,1,,"E1 - E4, BUS Terminal",,0
U529P15,U529N5,U529N15,4,1,30,,,0
U529P16,U529S1E2,U529N12,2,1,,,,0
U529P17,U529S1E4,U529N12,2,1,,,,0
U529P18,U529N12,U529N13,1,1,,Metro B,E2 - E4 BUS Terminal,0
U529P19,U529N6,U529N13,1,1,,Metro B,E1 ulice Na Žertvách,0
U529P20,U529N6,U529S1E1,4,0,30,,,0
U529P21,U529S1E5,U529N8,2,1,,,,0
U529P22,U529S1E6,U529N7,2,1,,,,0
U529P23,U529S1E7,U529N11,5,1,60,,,0
U529P24,U529S1E8,U529N9,2,1,,,,0
U529P25,U529N10,U529S1E9,4,0,30,,,0
U529P26,U529N9,U529S1E8,4,0,30,,,0
U529P27,U529S1E3,U529N12,1,1,,Metro B,"E3, ulice Na Hrázi",0
U529P28,U529S1E1,U529N6,2,1,,,,0
U529P29,U529N12,U529S1E2,4,0,30,,,0
U529P30,U529S1E9,U529N10,2,1,,,,0
U529P31,U529N16,U529N1,1,1,,E9 ulice Na Žertvách,,0
U529P32,U529N16,U529N2,1,1,,E5 - E6 ulice Zenklova,,0
U529P33,U529N14,U529N13,1,1,,Metro B,E1 ulice Na Žertvách,0
U529P34,U529N14,U529N15,6,0,,,,0
U529P35,U529N15,U529N14,7,0,,,,0
U529P36,U529N16,U529N3,6,0,,,,0
U529P37,U529N3,U529N16,7,0,,,,0
U529K1P1,U529K1B1,U529K1B5,1,1,,,,0
U529K2P4,U529K2B1,U529K2B5,1,1,,,,0
U655P2,U655K1B4,U655N1,1,1,,"E1 ul. Sokolovská, sídliště Invalidovna",,0
U655P3,U655K2B2,U655N1,1,1,,"E1 ul. Sokolovská, sídliště Invalidovna",,0
U655P4,U655S1E1,U655N3,1,1,,,,0
U655P5,U655N1,U655N2,4,1,70,,,0
U655P7,U655N2,U655N3,7,0,,,,0
U1072P3,U1072S1E202,U1072N2,4,0,25,,,0
U1072P4,U1072S1E202,U1072N2,2,1,,,,0
U1072P5,U1072N2,U1072N13,1,1,,,"E2 ul. Národní, ul. Perlová",0
U1072P7,U1072N5,U1072S1E203,4,0,25,,,0
U1072P10,U1072N5,U1072S1E203,2,1,,,,0
U1072P11,U1072N5,U1072N13,1,1,,,"E3 ul. Národní, ul. Na Perštýně",0
U1072P14,U1072N12,U1072N13,1,1,,,"E4 Jungmannovo nám., Václavské nám.",0
U1072P15,U1072N12,U1072S1E204,2,1,,,,0
U1072P16,U1072N12,U1072S1E204,4,0,30,,,0
U1072P19,U1072N14,U1072N11,1,1,,,,0
U1072P20,U1072N15,U1072N16,4,1,50,,,0
U1072P21,U1072N13,U1072N14,4,1,25,,,0
U1072P22,U1072N37,U1072S1E102,4,0,25,,,0
U1072P23,U1072N37,U1072S1E102,2,1,,,,0
U1072P26,U1072N42,U1072S1E103,4,0,25,,,0
U1072P28,U1072N42,U1072S1E103,2,1,,,,0
U1072P30,U1072S1E104,U1072N46,4,0,34,,,0
U1072P32,U1072S1E104,U1072N46,2,1,,,,0
U1072P34,U1072N35,U1072S1E105,4,0,25,,,0
U1072P35,U1072N35,U1072S1E105,2,1,,,,0
U1072P38,U1072N30,U1072S1E106,2,1,,,,0
U1072P40,U1072N30,U1072S1E106,4,0,25,,,0
U1072P42,U1072S1E107,U1072N26,2,1,,,,0
U1072P44,U1072N26,U1072S1E107,4,0,25,,,0
U1072P46,U1072N23,U1072S1E108,2,1,,,,0
U1072P48,U1072N22,U1072S1E1081,4,0,24,,,0
U1072P50,U1072N22,U1072N24,1,1,,,"E8 ul. Provaznická, ul. Na Můstku",0
U1072P51,U1072N23,U1072N24,1,1,,,,0
U1072P52,U1072N24,U1072N26,1,1,,"E7 ul. Na Příkopě, ul. Havířská",,0
U1072P54,U1072N35,U1072N51,1,1,,,E5 Václavské náměstí,0
U1072P57,U1072N30,U1072N51,1,1,,,E6 ul. Panská,0
U1072P58,U1072N24,U1072N51,1,1,,E5 - E6 Václavské náměstí,,0
U1072P59,U1072N37,U1072N21,1,1,,,"E2 ul. 28. října, Jungmannovo nám.",0
U1072P61,U1072N42,U1072N21,1,1,,,"E3 ul. 28. října, Jungmannovo nám.",0
U1072P63,U1072N46,U1072N21,1,1,,,"E4 Václavské náměstí, ul. Vodičkova",0
U1072P65,U1072N24,U1072N21,1,1,,E2 - E4 ulice 28. října,,0
U1072P67,U1072S1E114,U1072N67,2,1,,,E14 Václavské náměstí,0
U1072P68,U1072S1E113,U1072N67,2,1,,,E13 Václavské náměstí,0
U1072P69,U1072N54,U1072S1E115,4,0,25,,,0
U1072P70,U1072N54,U1072S1E115,2,1,,,,0
U1072P73,U1072S1E116,U1072N53,2,1,,,,0
U1072P74,U1072S1E117,U1072N58,2,1,,,,0
U1072P75,U1072S1E109,U1072N65,2,1,,,,0
U1072P76,U1072S1E110,U1072N64,2,1,,,,0
U1072P77,U1072S1E111,U1072N63,2,1,,,,0
U1072P78,U1072N59,U1072S1E112,4,0,25,,,0
U1072P80,U1072N59,U1072S1E112,2,1,,,,0
U1072P82,U1072N58,U1072N70,1,1,,,"E17 ul. Jindřišská, ul. Panská",0
U1072P83,U1072N53,U1072N70,1,1,,,"E16 ul. Jindřišská, Senovážné náměstí",0
U1072P84,U1072N54,U1072N70,1,1,,,"E15 Václavské náměstí, ul. Štěpánská",0
U1072P87,U1072N70,U1072N71,1,1,,,"E14 - E17 Václavské nám., Jindřišská ulice",0
U1072P88,U1072N71,U1072N1,1,1,,,,0
U1072P89,U1072N65,U1072N68,1,1,,,"E9 Václavské náměstí, ul. Na Příkopě, ul. 28. října",0
U1072P90,U1072N64,U1072N68,1,1,,,"E10 ul. Vodičkova, TRAM Karlovo náměstí",0
U1072P91,U1072N68,U1072N71,1,1,,,"E9 - E13 Václavské nám., Vodičkova",0
U1072P92,U1072N63,U1072N68,1,1,,,"E11 ul. Vodičkova, TRAM Masarykovo nádraží",0
U1072P94,U1072N59,U1072N68,1,1,,,"E12 Václavské náměstí, ul. Štěpánská",0
U1072P98,U1072N67,U1072N71,1,1,,,,0
U1072P100,U1072N17,U1072N20,2,1,,,,0
U1072P102,U1072N18,U1072N73,4,1,60,,"E2 - E8 Můstek, Na Příkopě",0
U1072P103,U1072N79,U1072N80,5,1,120,,,0
U1072P104,U1072N79,U1072N81,5,1,120,,,0
U1072P105,U1072N80,U1072N81,5,1,240,,,0
U1072P106,U1072N50,U1072N10,1,1,,,,0
U1072P108,U1072N78,U1072N82,4,1,20,,,0
U1072P110,U1072N75,U1072N85,4,1,20,,,0
U1072P111,U1072N72,U1072N74,4,1,60,,"E9 - E17 Václavské nám., Vodičkova",0
U1072P116,U1072N20,U1072N96,1,1,,"Přestup A, Transfer A",,0
U1072P124,U1072N74,U1072K01B1,1,1,,,"E9 - E17 Václavské nám., Vodičkova",0
U1072P125,U1072N73,U1072K01B5,1,1,,,"E2 - E8 Můstek, Na Příkopě",0
U1072P126,U1072N73,U1072K02B1,1,1,,,"E2 - E8 Můstek, Na Příkopě",0
U1072P127,U1072N74,U1072K02B5,1,1,,,"E9 - E17 Václavské nám., Vodičkova",0
U1072P128,U1072K02B1,U1072N79,1,1,,"E1 Výtah, E1 Lift",,0
U1072P129,U1072K01B5,U1072N79,1,1,,"E1 Výtah, E1 Lift",,0
U1072P130,U1072N78,U1072K01B5,1,1,,,"Přestup B, Transfer B",0
U1072P131,U1072N78,U1072K02B1,1,1,,,"Přestup B, Transfer B",0
U1072P136,U1072N75,U1072K02B5,1,1,,,"Přestup B, Transfer B",0
U1072P137,U1072N75,U1072K01B1,1,1,,,"Přestup B, Transfer B",0
U1072P138,U1072N16,U1072K21B1,1,1,,,"E2 - E4 Jungmannovo nám., Františkánská zahrada",0
U1072P139,U1072N16,U1072K22B5,1,1,,,"E2 - E4 Jungmannovo nám., Františkánská zahrada",0
U1072P140,U1072K21B5,U1072N80,1,1,,"Přestup A, Transfer A","Přestup B, Transfer B",0
U1072P141,U1072K22B1,U1072N80,1,1,,"Přestup A, Transfer A","Přestup B, Transfer B",0
U1072P147,U1072K21B3,U1072N17,1,1,,"Přestup A, Transfer A",,0
U1072P148,U1072K22B3,U1072N17,1,1,,"Přestup A, Transfer A",,0
U1072P66,U1072S1E1,U1072N50,5,1,100,,,0
U1072P1,U1072N1,U1072N72,6,0,,,,0
U1072P2,U1072N72,U1072N1,7,0,,,,0
U1072P17,U1072N18,U1072N24,7,0,,,,0
U1072P18,U1072N24,U1072N18,6,0,,,,0
U1072P25,U1072N11,U1072N15,6,0,,,,0
U1072P24,U1072N15,U1072N11,7,0,,,,0
U1072P27,U1072N10,U1072N81,6,0,,,,0
U1072P29,U1072N81,U1072N10,7,0,,,,0
U1072K21P1,U1072K21B1,U1072K21B2,1,1,,,,0
U1072K21P2,U1072K21B2,U1072K21B3,1,1,,,,0
U1072K21P4,U1072K21B3,U1072K21B5,1,1,,,,0
U1072K22P4,U1072K22B4,U1072K22B5,1,1,,,,0
U1072K22P3,U1072K22B3,U1072K22B4,1,1,,,,0
U1072K22P1,U1072K22B1,U1072K22B3,1,1,,,,0
U1072P101,U1072N91,U1072N20,2,1,,,,0
U1072P151,U1072K21B2,U1072N91,1,1,,"Přestup A, Transfer A",,0
U1072P152,U1072K22B4,U1072N91,1,1,,"Přestup A, Transfer A",,0
U655P6,U655N3,U655N2,6,0,,,,0
U758P1,U758K1B4,U758K2B2,1,1,,,,0
U758P2,U758K1B4,U758N2,1,1,,E1- E3 ul. Sokolovská,kolej 1/track 1,0
U758P3,U758K2B2,U758N2,1,1,,E1- E3 ul. Sokolovská,kolej 1/track 1,0
U758P4,U758N3,U758N4,1,1,,E1- E3,,0
U758P5,U758N2,U758N3,2,1,,,,0
U758P6,U758N5,U758N4,4,1,80,,,0
U758P7,U758S1E1,U758N1,1,1,,,"E1 ulicde Křižíkova, Thámova",0
U758P8,U758N1,U758S1E3,1,1,,"E3 ulice Sokolovská, Karlínské náměstí",,0
U758P9,U758S1E2,U758N1,1,1,,,"E2 ulice Sokolovská, Rohanské nábřeží",0
U758P10,U758N1,U758N5,6,0,,,,0
U689P5,U689S1E306,U689N11,2,1,,,,0
U689P6,U689S1E306,U689N11,4,0,25,,,0
U689P7,U689N11,U689N14,1,1,,,E6 ulice Na Florenci,0
U689P10,U689N31,U689N14,1,1,,,E2 - E6,0
U689P12,U689N20,U689N32,5,1,60,,"E2 - E6 ul. Křižíkova, Na Florenci",1
U689P20,U689S1E201,U689N27,1,1,,,,0
U689P21,U689S1E301,U689N30,1,1,,,,0
U689P24,U689S1E202,U689N1,5,1,240,,,1
U689P27,U689N19,U689N20,1,1,,"E2 - E6 ul. Křižíkova, Na Florenci",,0
U689P29,U689N18,U689N21,4,0,20,"Přestup B, Transfer B",,0
U689P30,U689N21,U689N19,4,0,20,"Přestup C, Transfer C",,0
U689P31,U689N21,U689N22,1,1,,"Přestup B, Transfer B","Přestup C, Transfer C",0
U689P32,U689N22,U689N23,4,1,30,,,0
U689P33,U689N23,U689N24,1,1,,"Přestup B, Transfer B","Přestup B, Transfer B",0
U689P34,U689N55,U689N24,1,1,,"Přestup B, Transfer B",E2 Výtah/Lift,0
U689P36,U689N24,U689N26,2,1,,,,0
U689P37,U689N24,U689N25,5,1,60,,,1
U689P38,U689N25,U689K02B3,1,1,,,E2 Výtah/Lift,0
U689P39,U689N25,U689K01B3,1,1,,,E2 Výtah/Lift,0
U689P40,U689N2,U689N28,4,1,55,,"E1 ul. Sokolovská, Ke Štvanici",0
U689P41,U689N4,U689N17,4,1,40,,E1 ul. Sokolovská,0
U689P42,U689N20,U689N33,2,1,,,"E2 - E6 ul. Křižíkova, Na Florenci",0
U689P43,U689N28,U689K01B4,1,1,,,"E1 ul. Sokolovská, Ke Štvanici",0
U689P44,U689N28,U689K02B2,1,1,,,"E1 ul. Sokolovská, Ke Štvanici",0
U689P46,U689N26,U689K02B2,1,1,,,,0
U689P47,U689N26,U689K01B4,1,1,,,,0
U689P50,U689N19,U689K21B4,1,1,,,,0
U689P51,U689N19,U689K22B2,1,1,,,,0
U689P52,U689N18,U689K22B4,1,1,,,,0
U689P53,U689N18,U689K21B2,1,1,,,,0
U689P48,U689N2,U689N27,7,0,,,,0
U689P55,U689N1,U689N55,6,0,,,,0
U689P58,U689N30,U689N4,6,0,,,,0
U689P57,U689N4,U689N30,7,0,,,,0
U689P59,U689N12,U689N31,7,0,,,,0
U689K21P3,U689K21B2,U689K21B4,1,1,,,,0
U689K22P3,U689K22B2,U689K22B4,1,1,,,,0
U689P61,U689N17,U689K21B2,1,1,,,E1 ul. Sokolovská,0
U689P60,U689N17,U689K22B4,1,1,,,E1 ul. Sokolovská,0
U689P62,U689K22B2,U689N20,1,1,,"E2 - E6 ul. Křižíkova, Na Florenci",,0
U689P63,U689K21B4,U689N20,1,1,,"E2 - E6 ul. Křižíkova, Na Florenci",,0
U689P73,U689N31,U689N12,6,0,,,,0
U689P49,U689N27,U689N2,6,0,,,,0
U689P67,U689N20,U689N18,1,1,,,,0
U689P56,U689N55,U689N1,7,0,,,,0
U689P65,U689N33,U689N32,1,1,,,,0
U689P66,U689N32,U689N12,1,1,,,,0
U689K01P3,U689K01B3,U689K01B4,1,1,,,,0
U689K01P2,U689K01B2,U689K01B3,1,1,,,,0
U689K02P2,U689K02B2,U689K02B3,1,1,,,,0
U689K02P3,U689K02B3,U689K02B4,1,1,,,,0
U689P68,U689N34,U689N24,2,1,,,,0
U689P69,U689K01B2,U689N34,1,1,,,,0
U689P64,U689K02B4,U689N34,1,1,,,,0
U480P1,U480N15,U480N2,4,1,100,,,0
U480P2,U480N1,U480N4,1,1,,"E5 náměstí Republiky, ulice Revoluční",,0
U480P3,U480N5,U480N3,1,1,,,"E6 ulice Na Příkopě, Obecní dům",0
U480P4,U480N1,U480N5,1,1,,"E6 - E7 ulice Na Příkopě, Obecní dům",,0
U480P5,U480N3,U480S1E6,4,0,30,,,0
U480P6,U480S1E6,U480N3,2,1,,,,0
U480P7,U480N5,U480S1E7,4,0,30,"E7 ulice V celnici, ulice Na Poříčí",,0
U480P8,U480S1E7,U480N5,2,1,,,"E7 ulice V celnici, ulice Na Poříčí",0
U480P9,U480S1E5,U480N4,2,1,,,,0
U480P10,U480N4,U480S1E5,4,0,30,,,0
U480P11,U480K1B1,U480N2,1,1,,"E5 - E7 náměstí Republiky, PALLADIUM",,0
U480P12,U480K2B5,U480N2,1,1,,"E5 - E7 náměstí Republiky, PALLADIUM",,0
U480P14,U480N6,U480N7,4,1,30,,,0
U480P15,U480K1B5,U480N6,1,1,,E1 - E4 Praha Masarykovo nádraží,,0
U480P16,U480K2B1,U480N6,1,1,,E1 - E4 Praha Masarykovo nádraží,,0
U480P17,U480N7,U480N8,1,1,,,,0
U480P18,U480N8,U480N14,4,1,60,,,0
U480P19,U480N9,U480N11,1,1,,"E3 - E4 ulice Na Florenci, ulice Na Poříčí",,0
U480P20,U480N9,U480N10,1,1,,"E1 - E2 ulice Havlíčkova, Masarykovo nádraží",,0
U480P21,U480N10,U480N13,1,1,,"E2 ulice Havlíčkova, Masarykovo n.",,0
U480P22,U480N11,U480N12,1,1,,"E3 ulice Na Florenci, Florentinum",,0
U480P23,U480N12,U480S1E3,2,1,,,,0
U480P24,U480N10,U480S1E1,2,1,,"E1 ulice Havlíčkova, ulice Hybernská",,0
U480P25,U480N11,U480S1E4,2,1,,"E4 ulice V Celnici, ulice Na Poříčí",,0
U480P26,U480N11,U480S1E4,4,0,30,"E4 ulice V Celnici, ulice Na Poříčí",,0
U480P27,U480N13,U480S1E2,2,1,,,,0
U480P28,U480N13,U480S1E2,4,0,30,"Tram, Holešovice, Letná, Praha Masarykovo n.",,0
U480P29,U480N12,U480S1E3,4,0,30,,,0
U480P31,U480S1E52,U480N4,1,1,,,,0
U480P32,U480S1E51,U480N4,1,1,,,,0
U480P33,U480N9,U480N14,6,0,,,,0
U480P34,U480N14,U480N9,7,0,,,,0
U480P35,U480N1,U480N15,6,0,,,,0
U480P36,U480N15,U480N1,7,0,,,,0
U480K1P1,U480K1B1,U480K1B5,1,1,,,,0
U480K2P4,U480K2B1,U480K2B5,1,1,,,,0
U539P2,U539N3,U539N8,4,1,90,"E1, ul. Spálená, Národní",,0
U539P3,U539N1,U539N2,1,1,,,,0
U539P4,U539S1E1,U539N1,4,1,35,Metro B,"E1, ulice Spálená, Národní",0
U539P5,U539K2B2,U539N3,1,1,,,,0
U539P6,U539K1B4,U539N3,1,1,,,,0
U539P8,U539K1B1,U539N6,1,1,,"E2, ul. Lazarská, Vodičkova",,0
U539P9,U539K2B5,U539N6,1,1,,"E2, ul. Lazarská, Vodičkova",,0
U539P10,U539N4,U539N5,1,1,,"E2, ul. Lazarská, Vodičkova",Metro B,0
U539P13,U539S1E3,U539N2,1,1,,,,0
U539P11,U539N4,U539N7,5,1,80,,,0
U539P12,U539S1E2,U539N5,5,1,120,,,0
U539P14,U539N7,U539N6,6,0,,,,0
U539P15,U539N6,U539N7,7,0,,,,0
U539P16,U539N2,U539N8,6,0,,,,0
U539P17,U539N8,U539N2,7,0,,,,0
U237K1P1,U237K1B1,U237K1B3,1,1,,,,0
U237K1P4,U237K1B3,U237K1B5,1,1,,,,0
U237K2P4,U237K2B3,U237K2B5,1,1,,,,0
U237K2P1,U237K2B1,U237K2B3,1,1,,,,0
U237P1,U237N2,U237S1E3,2,1,,,,0
U237P2,U237N1,U237S1E2,2,1,,"E2 Karlovo náměstí, TRAM Václavské náměstí",,0
U237P3,U237N7,U237N8,1,1,,,,0
U237P4,U237N1,U237N2,1,1,,"E3 Karlovo náměstí, TRAM Náměstí Republiky",,0
U237P5,U237N3,U237S1E4,2,1,,,,0
U237P6,U237N4,U237S1E5,2,1,,,,0
U237P7,U237N3,U237N7,1,1,,,"E4 ulice Spálená, ulice Myslíkova",0
U237P8,U237N4,U237N7,1,1,,,"E5 ulice Resslova, ulice Václavská",0
U237P9,U237N6,U237N7,1,1,,"E4 - E5 ulice Reslova, ulice Spálená",,0
U237P10,U237N6,U237N8,1,1,,E2 - E3 Karlovo náměstí,,0
U237P11,U237S1E1,U237N5,2,1,,,,0
U237P12,U237N5,U237N6,1,1,,,"E1 ulice Vyšehradská, ulice Na Moráni",0
U237P13,U237N1,U237N8,2,1,,,"E2, E3 Karlovo náměstí",0
U237P14,U237N2,U237S1E3,4,0,25,,,0
U237P15,U237N1,U237S1E2,4,0,25,"E2 Karlovo náměstí, TRAM Václavské náměstí",,0
U237P16,U237N4,U237S1E5,4,0,25,,,0
U237P17,U237S1E1,U237N5,4,0,30,,,0
U237P18,U237N26,U237N9,4,1,90,,,0
U237P19,U237N9,U237N11,1,1,,E1- E5 Karlovo náměstí,,0
U237P20,U237N10,U237N11,4,1,25,,,0
U237P21,U237K1B5,U237N10,1,1,,E1- E5 Karlovo náměstí,,0
U237P22,U237K2B1,U237N10,1,1,,E1- E5 Karlovo náměstí,,0
U237P24,U237N13,U237N14,1,1,,,,0
U237P25,U237N14,U237N27,4,1,60,,,0
U237P26,U237S1E6,U237N16,2,1,,,,0
U237P27,U237N15,U237N16,1,1,,"E6 ulice Gorazdova, Trojanova",,0
U237P28,U237K1B1,U237N12,1,1,,E6 - E9 Palackého náměstí,,0
U237P29,U237K2B5,U237N12,1,1,,E6 - E9 Palackého náměstí,,0
U237P30,U237N12,U237N13,4,1,25,"Palackého náměstí, TRAM Anděl, Řepy, Výtoň, Modřany, BUS Strahov",,0
U237P31,U237N16,U237S1E6,4,0,25,,,0
U237P32,U237S1E7,U237N19,2,1,,,,0
U237P33,U237N17,U237N19,1,1,,"E7 ulice Na Moráni, BUS",,0
U237P34,U237S1E8,U237N18,2,1,,,,0
U237P35,U237N15,U237N17,1,1,,"E7 - E8 Palackého náměstí, ulice Na Moráni",,0
U237P36,U237N17,U237N18,1,1,,"E8 Rašínovo nábřeží, Palackého náměstí",,0
U237P37,U237S1E9,U237N15,1,1,,,"E9 Zítkovy sady, náměstí Pod Emauzy",0
U237P38,U237N19,U237S1E7,4,0,25,,,0
U237P39,U237N18,U237S1E8,4,0,25,,,0
U237P40,U237K1B3,U237N24,1,1,,E8 Výtah/Lift,,0
U237P41,U237K2B3,U237N24,1,1,,E8 Výtah/Lift,,0
U237P42,U237N24,U237N23,5,1,60,,,0
U237P43,U237N23,U237N25,1,1,,,,0
U237P44,U237N22,U237S1E10,5,1,80,,,0
U237P46,U237N25,U237N22,7,0,,,,0
U237P47,U237N6,U237N26,6,0,,,,0
U237P48,U237N26,U237N6,7,0,,,,0
U237P49,U237N15,U237N27,6,0,,,,0
U237P50,U237N27,U237N15,7,0,,,,0
U237P45,U237N22,U237N25,6,0,,,,0
U1040P1,U1040N4,U1040N5,1,1,,E5 ul. Nádražní,,0
U1040P2,U1040N4,U1040N6,1,1,,E4 BUS Křížová,,0
U1040P4,U1040N4,U1040N8,1,1,,E2 - E3 ul. Za Ženskými domovy,,0
U1040P5,U1040N4,U1040N9,1,1,,E1 ul. Ostrovského,,0
U1040P6,U1040S1E1,U1040N9,2,1,,,,0
U1040P7,U1040S1E2,U1040N8,2,1,,,"E2 ul. Za Ženskými domovy, ul. Radlická",0
U1040P8,U1040S1E3,U1040N8,2,1,,,"E3 ul. Za Ženskými domovy, ul. Nádražní",0
U1040P9,U1040S1E4,U1040N6,2,1,,,,0
U1040P10,U1040S1E5,U1040N5,2,1,,,,0
U1040P11,U1040N14,U1040N10,4,1,95,,E1 - E5 BUS Terminal,0
U1040P12,U1040K1B1,U1040N10,1,1,,E1 - E5 BUS Terminál,,0
U1040P13,U1040K2B5,U1040N10,1,1,,E1 - E5 BUS Terminál,,0
U1040P15,U1040N15,U1040K1B5,1,1,,,"E6 - E7 ul. Plzeňská, Lidická",0
U1040P16,U1040K2B1,U1040N15,1,1,,"E6 - E7 ul. Plzeňská, Lidická",,0
U1040P17,U1040N1,U1040N2,5,1,50,,E6 Výtah/Lift,0
U1040P18,U1040N1,U1040N13,1,1,,,,0
U1040P19,U1040S1E7,U1040N3,5,1,120,,,0
U1040P20,U1040N12,U1040N11,4,1,95,"Motol, Řepy, Radlice, Smíchov, Barrondov, Centrum, Dejvice",,0
U1040P21,U1040N15,U1040N11,1,1,,"E7 ul. Plzeňská, Lidická",,0
U1040P22,U1040N5,U1040S1E5,4,0,25,,,0
